game_id,move_number,color,is_mine,move,eval_before,eval_after,cp_loss,best_move,phase,time_spent,time_left,session_game_no,opening,result
VeL05zD2,53,black,False,axb5,429,446,17,axb5,endgame,,,1,,1-0
VeL05zD2,54,white,True,axb5,446,451,0,axb5,endgame,,,1,,1-0
VeL05zD2,54,black,False,Rg8,451,494,43,Ra2+,endgame,,,1,,1-0
VeL05zD2,55,white,True,b6,494,451,43,b6,endgame,,,1,,1-0
VeL05zD2,55,black,False,Ke5,451,418,0,Ra8+,endgame,,,1,,1-0
VeL05zD2,56,white,True,b7,418,419,0,b7,endgame,,,1,,1-0
VeL05zD2,56,black,False,Rb8,419,419,0,Rb8,endgame,,,1,,1-0
VeL05zD2,57,white,True,Ka6,419,410,9,Rb4,endgame,,,1,,1-0
VeL05zD2,57,black,False,Kd6,410,431,21,Ke4,endgame,,,1,,1-0
VeL05zD2,58,white,True,Ka7,431,902,0,Ka7,endgame,,,1,,1-0
VeL05zD2,58,black,False,Kc7,902,9986,598,Rg8,endgame,,,1,,1-0
VeL05zD2,59,white,True,Rc3+,9986,9991,0,Rc3+,endgame,,,1,,1-0
VeL05zD2,59,black,False,Kd6,9991,9991,0,Kd6,endgame,,,1,,1-0
VeL05zD2,60,white,True,Rc8,9991,605,895,Kxb8,endgame,,,1,,1-0
VeL05zD2,60,black,False,Rxb7+,605,6380,895,Rxc8,endgame,,,1,,1-0
VeL05zD2,61,white,True,Kxb7,6380,6222,0,Kxb7,endgame,,,1,,1-0
VeL05zD2,61,black,False,Kd5,6222,5051,0,Ke7,endgame,,,1,,1-0
VeL05zD2,62,white,True,Rc7,5051,441,1059,Re8,endgame,,,1,,1-0
VeL05zD2,62,black,False,Kd4,441,9980,1059,Ke4,endgame,,,1,,1-0
VeL05zD2,63,white,True,Rc6,9980,7043,0,Re7,endgame,,,1,,1-0
VeL05zD2,63,black,False,Kd3,7043,8115,0,Ke3,endgame,,,1,,1-0
VeL05zD2,64,white,True,Rb6,8115,7893,0,Kb6,endgame,,,1,,1-0
VeL05zD2,64,black,False,Ke4,7893,8115,0,Ke4,endgame,,,1,,1-0
VeL05zD2,65,white,True,Rc6,8115,8115,0,Re6+,endgame,,,1,,1-0
VeL05zD2,65,black,False,Ke3,8115,7864,0,Ke5,endgame,,,1,,1-0
VeL05zD2,66,white,True,Kc7,7864,7471,0,Re6+,endgame,,,1,,1-0
VeL05zD2,66,black,False,Ke4,7471,7382,0,Kd4,endgame,,,1,,1-0
VeL05zD2,67,white,True,Rd6,7382,5694,0,Kb7,endgame,,,1,,1-0
VeL05zD2,67,black,False,Kf4,5694,7508,0,Kf3,endgame,,,1,,1-0
VeL05zD2,68,white,True,Rd7,7508,5006,0,Kc6,endgame,,,1,,1-0
VeL05zD2,68,black,False,Kf5,5006,9984,0,Ke3,endgame,,,1,,1-0
VeL05zD2,69,white,True,Rd8,9984,7219,0,Rd4,endgame,,,1,,1-0
VeL05zD2,69,black,False,Kf4,7219,2840,0,Ke4,endgame,,,1,,1-0
VeL05zD2,70,white,True,Re8,2840,7006,0,Ra8,endgame,,,1,,1-0
VeL05zD2,70,black,False,Kg4,7006,9988,0,Kf3,endgame,,,1,,1-0
VeL05zD2,71,white,True,Rc8,9988,8081,0,Rf8,endgame,,,1,,1-0
VeL05zD2,71,black,False,Kg5,8081,6627,0,Kf3,endgame,,,1,,1-0
VeL05zD2,72,white,True,Rb8,6627,7969,0,Kd6,endgame,,,1,,1-0
VeL05zD2,72,black,False,Kf5,7969,4341,0,Kf4,endgame,,,1,,1-0
VeL05zD2,73,white,True,Rb6,4341,5409,0,Kc6,endgame,,,1,,1-0
VeL05zD2,73,black,False,Ke5,5409,5445,0,Ke4,endgame,,,1,,1-0
VeL05zD2,74,white,True,Ra6,5445,5600,0,Rd6,endgame,,,1,,1-0
VeL05zD2,74,black,False,Kd5,5600,2229,0,Kd4,endgame,,,1,,1-0
VeL05zD2,75,white,True,Ra5+,2229,2438,0,Ra5+,endgame,,,1,,1-0
VeL05zD2,75,black,False,Kd4,2438,5429,0,Ke4,endgame,,,1,,1-0
VeL05zD2,76,white,True,Ra7,5429,4576,0,Kb6,endgame,,,1,,1-0
VeL05zD2,76,black,False,Kc3,4576,3989,0,Kd5,endgame,,,1,,1-0
VeL05zD2,77,white,True,Ra8,3989,4215,0,Ra8,endgame,,,1,,1-0
VeL05zD2,77,black,False,Kb4,4215,3730,0,Kd4,endgame,,,1,,1-0
VeL05zD2,78,white,True,Rb8+,3730,9983,0,Kb6,endgame,,,1,,1-0
VeL05zD2,78,black,False,Kc4,9983,9986,0,Kc4,endgame,,,1,,1-0
VeL05zD2,79,white,True,Kc8,9986,9979,0,Rd8,endgame,,,1,,1-0
VeL05zD2,79,black,False,Kc5,9979,9980,0,Kd5,endgame,,,1,,1-0
VeL05zD2,80,white,True,Kd8,9980,6831,0,Kc7,endgame,,,1,,1-0
VeL05zD2,80,black,False,Kc4,6831,8115,0,Kd6,endgame,,,1,,1-0
VeL05zD2,81,white,True,Rc8+,8115,1280,220,Kc7,endgame,,,1,,1-0
VeL05zD2,81,black,False,Kd4,1280,5381,220,Kd4,endgame,,,1,,1-0
VeL05zD2,82,white,True,Rc7,5381,6970,0,Kc7,endgame,,,1,,1-0
VeL05zD2,82,black,False,Ke5,6970,7433,0,Ke5,endgame,,,1,,1-0
VeL05zD2,83,white,True,Rd7,7433,4799,0,Ke7,endgame,,,1,,1-0
VeL05zD2,83,black,False,Ke6,4799,4878,0,Ke6,endgame,,,1,,1-0
VeL05zD2,84,white,True,Re7+,4878,4250,0,Kc7,endgame,,,1,,1-0
VeL05zD2,84,black,False,Kf6,4250,9982,0,Kf6,endgame,,,1,,1-0
VeL05zD2,85,white,True,Re8,9982,9984,0,Kd7,endgame,,,1,,1-0
VeL05zD2,85,black,False,Kg6,9984,4471,0,Kf5,endgame,,,1,,1-0
VeL05zD2,86,white,True,Re7,4471,9984,0,Kd7,endgame,,,1,,1-0
VeL05zD2,86,black,False,Kf6,9984,3324,0,Kf5,endgame,,,1,,1-0
VeL05zD2,87,white,True,Rb7,3324,7109,0,Kd7,endgame,,,1,,1-0
VeL05zD2,87,black,False,Kf5,7109,3364,0,Ke5,endgame,,,1,,1-0
VeL05zD2,88,white,True,Rb6,3364,5222,0,Rd7,endgame,,,1,,1-0
VeL05zD2,88,black,False,Ke5,5222,4093,0,Ke4,endgame,,,1,,1-0
VeL05zD2,89,white,True,Rb7,4093,4086,0,Kc7,endgame,,,1,,1-0
VeL05zD2,89,black,False,Kd4,4086,4082,0,Kd6,endgame,,,1,,1-0
VeL05zD2,90,white,True,Rb8,4082,5113,0,Rd7+,endgame,,,1,,1-0
VeL05zD2,90,black,False,Kc5,5113,4190,0,Ke3,endgame,,,1,,1-0
VeL05zD2,91,white,True,Rc8+,4190,510,990,Kc7,endgame,,,1,,1-0
VeL05zD2,91,black,False,Kd5,510,4082,990,Kd6,endgame,,,1,,1-0
VeL05zD2,92,white,True,Ke8,4082,2719,0,Kd7,endgame,,,1,,1-0
VeL05zD2,92,black,False,Kd6,2719,7075,0,Kd6,endgame,,,1,,1-0
VeL05zD2,93,white,True,Kf8,7075,530,970,Kd8,endgame,,,1,,1-0
VeL05zD2,93,black,False,Ke6,530,4887,970,Kd7,endgame,,,1,,1-0
VeL05zD2,94,white,True,Kg8,4887,525,975,Ke8,endgame,,,1,,1-0
VeL05zD2,94,black,False,Kf6,525,4947,975,Kd7,endgame,,,1,,1-0
VeL05zD2,95,white,True,Rb8,4947,837,663,Kf8,endgame,,,1,,1-0
VeL05zD2,95,black,False,Kg6,837,3097,663,Ke7,endgame,,,1,,1-0
VeL05zD2,96,white,True,Ra8,3097,3108,0,Kf8,endgame,,,1,,1-0
VeL05zD2,96,black,False,Kh6,3108,851,0,Kf5,endgame,,,1,,1-0
VeL05zD2,97,white,True,Ra6+,851,727,124,Kf8,endgame,,,1,,1-0
VeL05zD2,97,black,False,Kg5,727,343,0,Kh5,endgame,,,1,,1-0
VeL05zD2,98,white,True,Ra5+,343,173,170,Kf7,endgame,,,1,,1-0
VeL05zD2,98,black,False,Kg4,173,391,218,Kf4,endgame,,,1,,1-0
VeL05zD2,99,white,True,Ra4+,391,129,262,Re5,endgame,,,1,,1-0
VeL05zD2,99,black,False,Kf3,129,128,0,Kf3,endgame,,,1,,1-0
VeL05zD2,100,white,True,Ra5,128,130,0,Kg7,endgame,,,1,,1-0
VeL05zD2,100,black,False,Ke3,130,118,0,Kf4,endgame,,,1,,1-0
VeL05zD2,101,white,True,Ra7,118,89,29,Kf7,endgame,,,1,,1-0
VeL05zD2,101,black,False,Kd4,89,79,0,Kd3,endgame,,,1,,1-0
VeL05zD2,102,white,True,Rb7,79,71,8,Kg7,endgame,,,1,,1-0
VeL05zD2,102,black,False,Kd3,71,54,0,Ke3,endgame,,,1,,1-0
VeL05zD2,103,white,True,Rc7,54,35,19,Rd7+,endgame,,,1,,1-0
